"ID"	"S01"	"S02"	"S03"	"S04"	"S05"	"S06"	"S07"	"S08"	"S09"
"TCGA.VD.A8KI.01A"	0.00571214214561187	0.0578917306947671	0.0333467562183375	9.04201704068568e-15	0.0328972189839525	0.065280431398556	0.0655630576069993	0.025115971724977	0.0147601531799417
"TCGA.VD.A8KL.01A"	0.00131262510111407	0.00295471241525196	0.00160503596525323	8.7683870133289e-15	0.016258922301394	0.0658521653711157	0.0124731981290633	0.0307296019699951	0.0141385766827406
"TCGA.V4.A9ET.01A"	7.95437069194443e-15	0.0119130491099012	7.95437069194443e-15	7.95437069194443e-15	0.0158778077557166	0.0436933448900275	0.0104895906802572	0.0109896556486239	0.0181439938283937
"TCGA.V4.A9EO.01A"	0.0207295545428309	0.0211883533868105	2.77137855971168e-08	0.0305040253010457	0.0863796210712395	0.102409097074849	0.117004284605823	0.339608073178693	0.0755581543382279
"TCGA.V4.A9EU.01A"	0.127407436047042	7.81258054773305e-09	0.103102668001776	0.156078734401555	0.0973520299894563	0.0397691567198643	0.237759459459184	0.112404614981922	0.124980560568131
"TCGA.WC.A87T.01A"	0.0040864021150762	0.0114798091246439	8.15451664086918e-15	0.00475312327936879	0.0900239610595397	0.0129740067446329	0.0882468272515289	0.196840189120985	0.222908654636779
"TCGA.WC.AA9A.01A"	7.62241673341642e-15	3.01191663582171e-08	7.62241673341642e-15	7.62241673341642e-15	0.00597243146748336	0.00519552135094836	7.62241673341642e-15	0.0799765145692975	0.0811718719758592
"TCGA.V4.A9EA.01A"	0.00145002040152913	0.00170867287764693	0.000181256601073449	6.30907073686452e-15	0.00157673134920951	0.023427367503686	0.0121305805625784	6.30907073686452e-15	0.0195616365252096
"TCGA.RZ.AB0B.01A"	0.0138805843658003	0.0101960195707713	0.0600893037334075	1.30097631884824e-05	0.0836060615658531	0.162922133926695	0.268158406518915	0.186596577909174	0.132645385934703
"TCGA.V4.A9F8.01A"	4.01502688612292e-06	0.110992772313683	0.00119853847916381	0.119613641733874	0.0366733356721624	0.155671556221291	9.06749736921378e-15	0.0127363086139573	0.0217067684698029
